PRP$,RB,DT,JJ,NN,CC,VB,VBG,IN,NNP,NNS,PRP,VBP,MD,TO,VBZ,CD,VBD,VBN,RP,WP,WRB,FW,WDT,PDT,JJR,RBR,JJS,EX,RBS,NNPS,UH,WP$,$,'',POS,bad,behavior,better,care,day,depression,did,doesnt,doing,dont,feel,feeling,friends,going,good,hard,help,hope,hyperactive,im,ive,just,know,life,like,live,lot,love,make,maybe,need,people,person,really,right,say,sure,talk,tell,thats,thing,things,think,time,try,want,way,work,years,youre,neg,neu,pos,compound,Label
1.6094379124341005,2.302585092994046,2.302585092994046,2.079441541679836,3.1354942159291497,2.079441541679836,2.5649493574615367,1.6094379124341005,2.772588722239781,2.079441541679836,1.6094379124341005,2.3978952727983707,1.791759469228055,1.791759469228055,1.3862943611198906,1.3862943611198906,0.6931471805599453,0.6931471805599453,0.6931471805599453,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2016530812211284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1851463396512992,0.3840280336587569,0.0,0.0,0.0,0.2709654643379678,0.0,0.0,0.0,0.2403091573418062,0.0,0.0,0.2182067695905456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4354971170684302,0.0,0.214129185836171,0.2413657589574669,0.0,0.0,0.5522933025591464,0.0,0.0,0.131,0.79,0.079,-0.7131,0
3.8918202981106265,5.049856007249537,4.997212273764115,5.075173815233827,5.455321115357702,4.465908118654584,4.990432586778736,4.110873864173311,5.356586274672012,3.970291913552122,4.574710978503383,5.5053315359323625,4.859812404361672,3.8501476017100575,4.330733340286331,4.31748811353631,2.833213344056216,3.555348061489413,3.295836866004329,3.044522437723423,2.9444389791664403,3.367295829986474,1.0986122886681098,2.302585092994046,1.0986122886681098,1.791759469228055,1.791759469228055,1.3862943611198906,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0871028780553183,0.0,0.0487556453208023,0.0295923016888407,0.0553014664857597,0.0,0.0,0.1166883836388011,0.1508457497947785,0.1582279802198098,0.1287305226089986,0.0898516304197979,0.0551751261774379,0.1666872907141057,0.1688296623257181,0.1483167585867915,0.0956555197526997,0.0,0.0,0.0622937664678094,0.1031740841260411,0.3348802008612541,0.1021476446289855,0.3846102012056662,0.2564453810147495,0.0844940459309852,0.0864889483016782,0.0889900551520749,0.1198240572153193,0.0,0.1278397005102706,0.2853048433300788,0.1441482471694636,0.0464326676225518,0.0523911971527159,0.0814553774270585,0.0,0.0,0.0,0.0547988836857842,0.054058601719647,0.23167581974384,0.1601456939179277,0.3189549312797554,0.0513607166366418,0.0222206634218649,0.216143056888005,0.0293809071506017,0.0559402704020965,0.2258402100205693,0.157,0.683,0.159,0.651,2
2.4849066497880004,3.258096538021482,3.713572066704308,3.4011973816621555,4.143134726391533,3.091042453358316,3.828641396489095,2.70805020110221,3.8501476017100575,2.302585092994046,3.044522437723423,3.713572066704308,3.367295829986474,1.791759469228055,2.9444389791664403,2.4849066497880004,1.6094379124341005,2.70805020110221,1.791759469228055,1.0986122886681098,1.6094379124341005,0.6931471805599453,0.0,1.791759469228055,0.6931471805599453,0.0,0.6931471805599453,1.0986122886681098,1.6094379124341005,1.0986122886681098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0744742170240097,0.0904044437813802,0.0,0.0,0.0,0.0,0.0921667145082179,0.3021164231502091,0.1310905272653115,0.0,0.1685599398481313,0.0,0.0,0.0,0.3652843630072668,0.0,0.0,0.0,0.0,0.1805397502916131,0.2496487388743781,0.065276870687988,0.1740978468335541,0.0,0.0880745421187058,0.0,0.1464249365673938,0.1782414313279355,0.0,0.2681864403644085,0.0,0.0,0.0800275201205117,0.0,0.0912781430502711,0.082948691259035,0.0858442011952214,0.1674105195177179,0.2477234385880902,0.4246615996639828,0.0,0.2088014800282737,0.078453461791714,0.1357681966228732,0.2201055873768678,0.0,0.0,0.1724853881345674,0.082,0.754,0.163,0.9927,3
3.218875824868201,4.442651256490317,4.04305126783455,3.951243718581428,4.653960350157523,3.1354942159291497,4.127134385045092,2.772588722239781,4.634728988229636,3.258096538021482,3.5263605246161616,4.262679877041316,3.951243718581428,2.5649493574615367,3.58351893845611,3.1354942159291497,1.9459101490553128,3.713572066704308,2.833213344056216,2.079441541679836,2.6390573296152584,2.19722457733622,0.0,1.6094379124341005,1.3862943611198906,2.079441541679836,0.0,1.791759469228055,2.19722457733622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.205430994725412,0.0,0.0582529222779893,0.0,0.1203393372782524,0.0,0.0635585730155852,0.083336327403915,0.1808012120927013,0.3154901292863489,0.2905991957482891,0.050166697494607,0.152434415876451,0.1249859746515685,0.0,0.0627942354872147,0.0,0.3499648181312459,0.3260415474829033,0.1660013445902879,0.2582383078749296,0.1350456541927012,0.3001466084819591,0.1780070368238056,0.0,0.0624929873257842,0.1009752823649945,0.0,0.0538650174116728,0.1387069144970822,0.060736592878841,0.2445539648458258,0.1655619930028721,0.0,0.0,0.057201783507912,0.1183970798730074,0.0,0.0,0.0488080854951742,0.0,0.1439904219755605,0.0541018534317992,0.1404395212136994,0.1011905228554326,0.0,0.0589258193502365,0.0,0.149,0.711,0.14,-0.973,4
2.4849066497880004,2.995732273553991,2.4849066497880004,2.3978952727983707,3.218875824868201,2.302585092994046,2.3978952727983707,2.3978952727983707,2.995732273553991,2.19722457733622,2.3978952727983707,3.218875824868201,2.833213344056216,1.6094379124341005,0.6931471805599453,1.3862943611198906,0.6931471805599453,1.0986122886681098,1.0986122886681098,0.0,0.6931471805599453,0.6931471805599453,0.0,0.6931471805599453,0.6931471805599453,1.3862943611198906,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1508443104236341,0.0,0.3421926434394229,0.0,0.0,0.0,0.1866797000299037,0.2447695072943488,0.1327591009250323,0.1853270138180393,0.0,0.2946920799335045,0.0,0.0,0.0,0.3688694848918623,0.0,0.0,0.0,0.1218918225440522,0.0,0.2644309652122381,0.3526276703705452,0.0,0.0,0.0,0.1482886928385709,0.1805101609119031,0.0,0.0,0.1783911815748312,0.2873145738331646,0.0,0.0,0.0,0.0,0.17387372235127,0.0,0.0,0.2867112437228189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.093,0.652,0.255,0.991,2
4.143134726391533,5.003946305945459,4.812184355372417,4.68213122712422,5.342334251964811,4.143134726391533,4.976733742420574,4.219507705176107,5.564520407322694,4.48863636973214,4.02535169073515,5.69035945432406,4.875197323201151,3.8918202981106265,4.718498871295094,4.442651256490317,1.9459101490553128,3.951243718581428,3.6635616461296463,2.70805020110221,2.70805020110221,2.9444389791664403,0.0,2.4849066497880004,1.6094379124341005,0.6931471805599453,1.3862943611198906,1.6094379124341005,0.6931471805599453,0.0,0.6931471805599453,1.0986122886681098,0.0,0.0,0.0,0.0,0.0352330957133204,0.0,0.0147912361494665,0.0897755982114231,0.0,0.0,0.0346582083805243,0.0177001599193749,0.0183051221467962,0.1440071650463272,0.1822501418954072,0.1090348963865955,0.0,0.0577928346575674,0.043901718833583,0.1079893753470047,0.0870584343014613,0.1085099393681758,0.0,0.3149726916758217,0.0,0.0836658345821722,0.1859341527174249,0.0648228103648907,0.5878152462022597,0.0170889118359638,0.1224466644032993,0.1079893753470047,0.058162566898575,0.0177001599193749,0.0620533581154001,0.1331604792245056,0.0349847612580855,0.3803355853064492,0.047682513325802,0.0164743414530431,0.0906432201030111,0.181217755983475,0.0511482457693305,0.0831230131393371,0.0492000591121761,0.0562276919918488,0.1665743123558427,0.1105861732331029,0.0311630984916641,0.2157180874759603,0.0291432735677163,0.0356537121468212,0.0,0.2226712729071565,0.142,0.662,0.195,0.9993,0
2.995732273553991,4.442651256490317,4.262679877041316,4.07753744390572,4.787491742782046,3.295836866004329,4.61512051684126,3.1780538303479458,4.736198448394496,3.8501476017100575,3.1354942159291497,5.010635294096256,4.430816798843313,3.49650756146648,3.970291913552122,2.8903717578961645,1.0986122886681098,2.9444389791664403,1.791759469228055,2.4849066497880004,1.9459101490553128,2.19722457733622,0.0,2.3978952727983707,0.0,1.791759469228055,1.3862943611198906,1.0986122886681098,1.791759469228055,1.0986122886681098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0877214832904236,0.1774755573460567,0.0663325123528028,0.0355803339270194,0.0342575542324076,0.0,0.072374048628215,0.4270272610977237,0.154408545085201,0.0718496242925186,0.0,0.0,0.0578589444026199,0.0,0.0573680170601226,0.1787592466719186,0.0,0.2490652476514107,0.0,0.2835382108747289,0.1225231504648553,0.2050350362895451,0.3417764780927421,0.0,0.1037409963274535,0.0711606678540388,0.0862352981989525,0.0349910867695637,0.3373480653358701,0.184269573429376,0.0345803321091511,0.055694644181626,0.0628417283148456,0.0,0.0,0.2931101201868072,0.1011139285734103,0.0,0.032420865975291,0.1111553826802129,0.1646486880280554,0.1366347253619249,0.0616056966884618,0.0799591326189084,0.0576127458058078,0.0,0.0670987392065218,0.1693055070791671,0.079,0.689,0.231,0.9997,0
3.871201010907891,4.867534450455582,4.77912349311153,4.564348191467836,5.517452896464707,4.5217885770490405,4.962844630259907,3.9889840465642745,5.375278407684165,4.110873864173311,4.143134726391533,5.3981627015177525,4.859812404361672,3.6375861597263857,4.343805421853684,3.784189633918261,1.6094379124341005,3.6635616461296463,2.772588722239781,3.295836866004329,3.332204510175204,2.772588722239781,0.0,2.079441541679836,1.0986122886681098,2.302585092994046,0.6931471805599453,1.791759469228055,1.6094379124341005,1.0986122886681098,0.0,0.0,0.0,0.0,0.0,0.0,0.021933349170518,0.0,0.0920785813910713,0.156484197813272,0.062664504379131,0.0224085586599619,0.0215754696158368,0.0,0.0,0.2540012890872058,0.1944935619344235,0.0226255116654832,0.0625213426637698,0.1079317950723709,0.0546595017478887,0.0672256759798859,0.1806524045185019,0.0675497381211992,0.0,0.2039202664787574,0.0779407040160376,0.357145756066224,0.0771653017654817,0.2259800142141763,0.3444023104963815,0.0212764199485706,0.0653362671192159,0.2240855865996198,0.0905185779600514,0.0881497989377947,0.1931476560876978,0.2652647100041586,0.1524512899448372,0.1753829381913035,0.0593667512280109,0.1435787763123684,0.203138375506078,0.1435787763123684,0.0636817350962473,0.1448883470572759,0.1429310402069222,0.0525043957907156,0.1728267358559299,0.0172105594317393,0.0775987583962997,0.134289083579386,0.054426917265546,0.1109759590959987,0.0,0.1066289145745502,0.12,0.673,0.208,0.9998,2
3.9889840465642745,4.718498871295094,5.14166355650266,4.969813299576001,5.652489180268651,4.31748811353631,4.691347882229144,4.07753744390572,5.480638923341991,3.4339872044851463,4.564348191467836,5.043425116919247,4.48863636973214,3.80666248977032,4.23410650459726,4.007333185232471,1.9459101490553128,2.833213344056216,3.4011973816621555,2.302585092994046,2.079441541679836,1.6094379124341005,0.6931471805599453,2.4849066497880004,0.6931471805599453,2.079441541679836,1.0986122886681098,1.6094379124341005,1.791759469228055,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1158376856221768,0.0,0.0,0.0,0.0,0.0693094728352626,0.0,0.2819483196571611,0.0509747664769305,0.0,0.0,0.0565756315482056,0.0,0.0,0.0,0.2124491171054956,0.0,0.0986684473676815,0.0612823758290463,0.2340105931095137,0.194152642923255,0.5584264004406101,0.270792932841462,0.1338319513579583,0.0,0.0,0.0569375766779553,0.0693094728352626,0.1822392661235923,0.0,0.0684958602382801,0.0,0.0622376648407975,0.3225473460747295,0.0709873111886803,0.0645094692149459,0.2002839503636497,0.0,0.0642184435255864,0.1100869062327709,0.0,0.2165141276849566,0.1830405435495254,0.1583810576298509,0.1141178914130168,0.0,0.0664537553940736,0.0,0.06,0.797,0.143,0.9995,0
1.3862943611198906,2.079441541679836,2.5649493574615367,1.0986122886681098,3.044522437723423,1.791759469228055,2.302585092994046,1.6094379124341005,2.6390573296152584,2.19722457733622,1.3862943611198906,2.5649493574615367,1.9459101490553128,1.0986122886681098,1.3862943611198906,1.3862943611198906,0.0,0.6931471805599453,1.0986122886681098,0.0,0.6931471805599453,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4324038165878021,0.0,0.146583533862737,0.159009170555129,0.0,0.0,0.0,0.0,0.0,0.1772319168752444,0.0,0.0,0.4616751304686558,0.1911624206191187,0.0,0.1514084950555123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1626513537098321,0.0,0.1720622230614912,0.0,0.0,0.0,0.0,0.0,0.0,0.2003211028728537,0.0,0.0,0.0,0.1903237426367417,0.3293661072714496,0.1779879782999719,0.4354989242479345,0.0,0.0,0.14,0.74,0.12,-0.6114,2
