PRP$,RB,DT,JJ,NN,",",CC,VB,VBG,IN,.,NNP,NNS,PRP,VBP,MD,TO,VBZ,:,VBN,RP,WP,WRB,CD,WDT,PDT,JJR,RBR,VBD,UH,``,'',(,),JJS,EX,FW,RBS,NNPS,$,WP$,#,SYM,POS
1.791759469228055,2.3978952727983707,2.3978952727983707,2.302585092994046,3.1354942159291497,2.1972245773362196,2.0794415416798357,2.4849066497880004,1.6094379124341003,2.833213344056216,2.3978952727983707,1.6094379124341003,1.791759469228055,2.3978952727983707,1.791759469228055,1.791759469228055,1.3862943611198906,1.0986122886681098,0.6931471805599453,0.6931471805599453,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.8918202981106265,5.117993812416755,5.003946305945459,5.0689042022202315,5.497168225293202,4.48863636973214,4.477336814478207,5.0689042022202315,4.060443010546419,5.327876168789581,4.969813299576001,3.6888794541139363,4.59511985013459,5.517452896464707,4.820281565605037,3.8501476017100584,4.330733340286331,4.343805421853684,1.6094379124341003,3.1780538303479458,3.044522437723423,2.9444389791664403,3.367295829986474,2.772588722239781,2.302585092994046,1.0986122886681098,1.9459101490553132,1.3862943611198906,3.5553480614894135,1.0986122886681098,2.0794415416798357,2.0794415416798357,1.0986122886681098,1.0986122886681098,1.3862943611198906,0.6931471805599453,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.4849066497880004,3.332204510175204,3.713572066704308,3.258096538021482,4.189654742026425,3.367295829986474,3.1354942159291497,3.9318256327243257,2.6390573296152584,3.828641396489095,3.2188758248682006,1.791759469228055,3.1354942159291497,3.7376696182833684,3.258096538021482,1.791759469228055,2.9444389791664403,2.3978952727983707,1.6094379124341003,1.791759469228055,1.3862943611198906,1.6094379124341003,0.6931471805599453,1.791759469228055,1.791759469228055,0.6931471805599453,0.0,0.6931471805599453,2.70805020110221,0.0,0.0,0.0,0.0,0.0,1.0986122886681098,1.6094379124341003,0.0,1.0986122886681098,0.0,0.0,0.0,0.0,0.0,0.0
3.2188758248682006,4.442651256490317,4.060443010546419,3.9512437185814275,4.736198448394496,0.0,3.1354942159291497,4.0943445622221,2.772588722239781,4.61512051684126,4.02535169073515,3.1354942159291497,3.5263605246161616,4.2626798770413155,3.9318256327243257,2.5649493574615367,3.58351893845611,3.1354942159291497,2.3978952727983707,2.833213344056216,1.9459101490553132,2.6390573296152584,2.1972245773362196,1.9459101490553132,1.6094379124341003,1.3862943611198906,2.0794415416798357,0.0,3.713572066704308,0.0,0.0,0.0,1.0986122886681098,1.0986122886681098,1.791759469228055,2.1972245773362196,0.0,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.0
2.4849066497880004,3.044522437723423,2.5649493574615367,2.3978952727983707,3.295836866004329,2.6390573296152584,2.3978952727983707,2.302585092994046,2.302585092994046,2.995732273553991,2.8903717578961645,2.302585092994046,2.3978952727983707,3.2188758248682006,2.833213344056216,1.6094379124341003,0.6931471805599453,1.3862943611198906,1.791759469228055,1.0986122886681098,0.0,0.6931471805599453,0.6931471805599453,1.0986122886681098,0.0,0.6931471805599453,1.0986122886681098,0.0,1.0986122886681098,0.6931471805599453,0.0,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.1588830833596715,5.003946305945459,4.8283137373023015,4.672828834461906,5.3612921657094255,4.31748811353631,4.174387269895637,5.017279836814924,4.1588830833596715,5.564520407322694,5.147494476813453,4.394449154672439,4.04305126783455,5.700443573390687,4.844187086458591,3.9318256327243257,4.718498871295094,4.406719247264253,1.791759469228055,3.713572066704308,2.70805020110221,2.70805020110221,2.9444389791664403,1.9459101490553132,2.5649493574615367,1.3862943611198906,1.0986122886681098,1.0986122886681098,3.9512437185814275,2.0794415416798357,0.6931471805599453,1.0986122886681098,0.0,0.0,1.6094379124341003,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.995732273553991,4.477336814478207,4.276666119016055,4.07753744390572,4.836281906951478,3.970291913552122,3.4011973816621555,4.605170185988092,3.1354942159291497,4.736198448394496,4.634728988229636,3.7376696182833684,3.1354942159291497,5.017279836814924,4.454347296253507,3.4965075614664802,3.970291913552122,2.9444389791664403,2.0794415416798357,2.0794415416798357,2.5649493574615367,1.9459101490553132,2.1972245773362196,1.3862943611198906,2.1972245773362196,0.0,1.9459101490553132,1.3862943611198906,2.833213344056216,0.0,0.6931471805599453,0.6931471805599453,1.0986122886681098,1.0986122886681098,1.0986122886681098,1.6094379124341003,0.0,1.0986122886681098,0.0,0.0,0.0,0.0,0.0,0.0
3.871201010907891,4.919980925828125,4.77912349311153,4.605170185988092,5.488937726156687,4.290459441148391,4.5217885770490405,4.990432586778736,4.02535169073515,5.375278407684165,4.882801922586371,4.02535169073515,4.127134385045092,5.3981627015177525,4.8283137373023015,3.6375861597263857,4.343805421853684,3.7612001156935624,1.0986122886681098,2.70805020110221,3.258096538021482,3.332204510175204,2.772588722239781,1.6094379124341003,1.9459101490553132,1.3862943611198906,2.1972245773362196,0.6931471805599453,3.7376696182833684,1.3862943611198906,2.302585092994046,2.302585092994046,1.0986122886681098,1.3862943611198906,1.9459101490553132,0.6931471805599453,0.0,1.0986122886681098,0.0,0.0,0.0,0.0,0.0,0.0
4.007333185232471,4.7535901911063645,5.147494476813453,4.976733742420574,5.69035945432406,4.51085950651685,4.330733340286331,4.68213122712422,4.04305126783455,5.476463551931511,4.127134385045092,3.4339872044851463,4.564348191467836,5.049856007249537,4.465908118654584,3.8066624897703196,4.23410650459726,4.02535169073515,1.6094379124341003,3.4011973816621555,2.302585092994046,2.1972245773362196,1.6094379124341003,2.302585092994046,2.3978952727983707,0.6931471805599453,1.791759469228055,1.3862943611198906,2.9444389791664403,0.0,1.0986122886681098,0.0,2.302585092994046,2.302585092994046,1.6094379124341003,1.791759469228055,0.0,0.6931471805599453,0.0,1.0986122886681098,0.0,0.0,0.0,0.0
1.3862943611198906,2.0794415416798357,2.5649493574615367,1.0986122886681098,3.044522437723423,1.0986122886681098,1.791759469228055,2.302585092994046,1.6094379124341003,2.5649493574615367,2.4849066497880004,2.302585092994046,1.3862943611198906,2.5649493574615367,1.9459101490553132,1.0986122886681098,1.3862943611198906,1.3862943611198906,0.6931471805599453,1.0986122886681098,0.0,0.6931471805599453,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
