pos_token,pos_sent,PRP$,RB,DT,JJ,NN,",",CC,VB,VBG,IN,.,NNP,NNS,PRP,VBP,MD,TO,VBZ,:,VBN,RP,WP,WRB,CD,WDT,PDT,JJR,RBR,VBD,UH,``,'',(,),JJS,EX,FW,RBS,NNPS,$,WP$,#,SYM,POS,bad,behavior,better,care,day,depression,did,doesnt,doing,dont,feel,feeling,friends,going,good,hard,help,hope,hyperactive,im,ive,just,know,life,like,live,lot,love,make,maybe,need,people,person,really,right,say,sure,talk,tell,thats,thing,things,think,time,try,want,way,work,years,youre,0,1,2,3,4,neg,neu,pos,compound,sd_a,sd_b,sd_c,sd_d,Label
5.0238805208462765,2.3978952727983707,1.791759469228055,2.3978952727983707,2.3978952727983707,2.302585092994046,3.1354942159291497,2.1972245773362196,2.0794415416798357,2.4849066497880004,1.6094379124341003,2.833213344056216,2.3978952727983707,1.6094379124341003,1.791759469228055,2.3978952727983707,1.791759469228055,1.791759469228055,1.3862943611198906,1.0986122886681098,0.6931471805599453,0.6931471805599453,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2016530812211284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18514633965129923,0.3840280336587569,0.0,0.0,0.0,0.2709654643379678,0.0,0.0,0.0,0.24030915734180625,0.0,0.0,0.2182067695905456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4354971170684302,0.0,0.21412918583617102,0.2413657589574669,0.0,0.0,0.5522933025591464,0.0,0.0,0.0,0.9882770776748657,0.0,0.0,0.0,0.131,0.79,0.079,-0.7131,1.3862943611198906,0.6931471805599453,1.3862943611198906,0.6931471805599453,0
7.780720886117918,4.9344739331306915,3.8918202981106265,5.117993812416755,5.003946305945459,5.0689042022202315,5.497168225293202,4.48863636973214,4.477336814478207,5.0689042022202315,4.060443010546419,5.327876168789581,4.969813299576001,3.6888794541139363,4.59511985013459,5.517452896464707,4.820281565605037,3.8501476017100584,4.330733340286331,4.343805421853684,1.6094379124341003,3.1780538303479458,3.044522437723423,2.9444389791664403,3.367295829986474,2.772588722239781,2.302585092994046,1.0986122886681098,1.9459101490553132,1.3862943611198906,3.5553480614894135,1.0986122886681098,2.0794415416798357,2.0794415416798357,1.0986122886681098,1.0986122886681098,1.3862943611198906,0.6931471805599453,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08710287805531833,0.0,0.04875564532080237,0.029592301688840757,0.05530146648575978,0.0,0.0,0.11668838363880112,0.15084574979477852,0.15822798021980983,0.12873052260899864,0.08985163041979793,0.05517512617743799,0.1666872907141057,0.16882966232571817,0.1483167585867915,0.09565551975269976,0.0,0.0,0.0622937664678094,0.10317408412604116,0.33488020086125414,0.10214764462898558,0.3846102012056662,0.2564453810147495,0.08449404593098526,0.08648894830167822,0.0889900551520749,0.11982405721531934,0.0,0.12783970051027066,0.2853048433300788,0.14414824716946367,0.0464326676225518,0.0523911971527159,0.08145537742705854,0.0,0.0,0.0,0.054798883685784214,0.05405860171964705,0.23167581974384002,0.16014569391792774,0.3189549312797554,0.051360716636641865,0.022220663421864913,0.216143056888005,0.029380907150601755,0.05594027040209656,0.2258402100205693,0.0,0.21217165887355804,0.0,0.7872121334075928,0.0,0.157,0.683,0.159,0.651,4.04305126783455,3.6375861597263857,2.8903717578961645,2.8903717578961645,2
6.269096283706261,3.295836866004329,2.4849066497880004,3.332204510175204,3.713572066704308,3.258096538021482,4.189654742026425,3.367295829986474,3.1354942159291497,3.9318256327243257,2.6390573296152584,3.828641396489095,3.2188758248682006,1.791759469228055,3.1354942159291497,3.7376696182833684,3.258096538021482,1.791759469228055,2.9444389791664403,2.3978952727983707,1.6094379124341003,1.791759469228055,1.3862943611198906,1.6094379124341003,0.6931471805599453,1.791759469228055,1.791759469228055,0.6931471805599453,0.0,0.6931471805599453,2.70805020110221,0.0,0.0,0.0,0.0,0.0,1.0986122886681098,1.6094379124341003,0.0,1.0986122886681098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07447421702400972,0.09040444378138021,0.0,0.0,0.0,0.0,0.0921667145082179,0.3021164231502091,0.13109052726531156,0.0,0.16855993984813133,0.0,0.0,0.0,0.3652843630072668,0.0,0.0,0.0,0.0,0.18053975029161318,0.24964873887437813,0.06527687068798803,0.17409784683355412,0.0,0.08807454211870586,0.0,0.14642493656739383,0.17824143132793557,0.0,0.2681864403644085,0.0,0.0,0.0800275201205117,0.0,0.0912781430502711,0.08294869125903506,0.08584420119522145,0.16741051951771793,0.24772343858809026,0.4246615996639828,0.0,0.20880148002827378,0.07845346179171409,0.13576819662287326,0.2201055873768678,0.0,0.0,0.17248538813456749,0.0,0.8825854659080505,0.0,0.11463777720928192,0.0,0.082,0.754,0.163,0.9927,3.091042453358316,0.0,1.0986122886681098,1.3862943611198906,3
6.862757913051401,4.060443010546419,3.2188758248682006,4.442651256490317,4.060443010546419,3.9512437185814275,4.736198448394496,0.0,3.1354942159291497,4.0943445622221,2.772588722239781,4.61512051684126,4.02535169073515,3.1354942159291497,3.5263605246161616,4.2626798770413155,3.9318256327243257,2.5649493574615367,3.58351893845611,3.1354942159291497,2.3978952727983707,2.833213344056216,1.9459101490553132,2.6390573296152584,2.1972245773362196,1.9459101490553132,1.6094379124341003,1.3862943611198906,2.0794415416798357,0.0,3.713572066704308,0.0,0.0,0.0,1.0986122886681098,1.0986122886681098,1.791759469228055,2.1972245773362196,0.0,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.205430994725412,0.0,0.05825292227798936,0.0,0.12033933727825244,0.0,0.06355857301558528,0.083336327403915,0.1808012120927013,0.31549012928634895,0.29059919574828913,0.05016669749460707,0.15243441587645107,0.12498597465156858,0.0,0.0627942354872147,0.0,0.3499648181312459,0.32604154748290337,0.16600134459028795,0.25823830787492963,0.13504565419270126,0.3001466084819591,0.17800703682380564,0.0,0.06249298732578429,0.10097528236499458,0.0,0.05386501741167284,0.13870691449708228,0.060736592878841096,0.24455396484582584,0.16556199300287217,0.0,0.0,0.057201783507912086,0.11839707987300747,0.0,0.0,0.04880808549517425,0.0,0.14399042197556053,0.05410185343179925,0.1404395212136994,0.10119052285543265,0.0,0.058925819350236504,0.0,0.07741138339042664,0.9211185574531555,0.0,0.0,0.0,0.149,0.711,0.14,-0.973,3.6375861597263857,2.3978952727983707,1.791759469228055,2.1972245773362196,4
5.488937726156687,3.044522437723423,2.4849066497880004,3.044522437723423,2.5649493574615367,2.3978952727983707,3.295836866004329,2.6390573296152584,2.3978952727983707,2.302585092994046,2.302585092994046,2.995732273553991,2.8903717578961645,2.302585092994046,2.3978952727983707,3.2188758248682006,2.833213344056216,1.6094379124341003,0.6931471805599453,1.3862943611198906,1.791759469228055,1.0986122886681098,0.0,0.6931471805599453,0.6931471805599453,1.0986122886681098,0.0,0.6931471805599453,1.0986122886681098,0.0,1.0986122886681098,0.6931471805599453,0.0,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15084431042363414,0.0,0.34219264343942296,0.0,0.0,0.0,0.18667970002990378,0.2447695072943488,0.13275910092503232,0.18532701381803934,0.0,0.29469207993350455,0.0,0.0,0.0,0.3688694848918623,0.0,0.0,0.0,0.12189182254405229,0.0,0.2644309652122381,0.35262767037054527,0.0,0.0,0.0,0.14828869283857096,0.18051016091190314,0.0,0.0,0.17839118157483128,0.2873145738331646,0.0,0.0,0.0,0.0,0.17387372235127,0.0,0.0,0.2867112437228189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05790439993143082,0.9362574815750122,0.0,0.0,0.0,0.093,0.652,0.255,0.991,1.9459101490553132,1.0986122886681098,0.6931471805599453,1.0986122886681098,2
7.791522819150732,5.135798437050262,4.1588830833596715,5.003946305945459,4.8283137373023015,4.672828834461906,5.3612921657094255,4.31748811353631,4.174387269895637,5.017279836814924,4.1588830833596715,5.564520407322694,5.147494476813453,4.394449154672439,4.04305126783455,5.700443573390687,4.844187086458591,3.9318256327243257,4.718498871295094,4.406719247264253,1.791759469228055,3.713572066704308,2.70805020110221,2.70805020110221,2.9444389791664403,1.9459101490553132,2.5649493574615367,1.3862943611198906,1.0986122886681098,1.0986122886681098,3.9512437185814275,2.0794415416798357,0.6931471805599453,1.0986122886681098,0.0,0.0,1.6094379124341003,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03523309571332041,0.0,0.014791236149466529,0.08977559821142318,0.0,0.0,0.034658208380524365,0.017700159919374948,0.018305122146796294,0.1440071650463272,0.18225014189540725,0.10903489638659551,0.0,0.05779283465756744,0.043901718833583,0.10798937534700472,0.08705843430146139,0.10850993936817582,0.0,0.31497269167582176,0.0,0.08366583458217226,0.18593415271742492,0.06482281036489079,0.5878152462022597,0.017088911835963873,0.12244666440329936,0.10798937534700472,0.058162566898575005,0.017700159919374948,0.06205335811540016,0.13316047922450566,0.03498476125808553,0.3803355853064492,0.047682513325802055,0.016474341453043183,0.09064322010301117,0.18121775598347503,0.05114824576933058,0.0831230131393371,0.049200059112176134,0.05622769199184884,0.16657431235584272,0.11058617323310296,0.03116309849166414,0.2157180874759603,0.029143273567716357,0.03565371214682127,0.0,0.2226712729071565,0.0,0.953040361404419,0.04634818062186241,0.0,0.0,0.142,0.662,0.195,0.9993,4.430816798843313,3.784189633918261,2.302585092994046,3.295836866004329,0
7.145196134997171,4.672828834461906,2.995732273553991,4.477336814478207,4.276666119016055,4.07753744390572,4.836281906951478,3.970291913552122,3.4011973816621555,4.605170185988092,3.1354942159291497,4.736198448394496,4.634728988229636,3.7376696182833684,3.1354942159291497,5.017279836814924,4.454347296253507,3.4965075614664802,3.970291913552122,2.9444389791664403,2.0794415416798357,2.0794415416798357,2.5649493574615367,1.9459101490553132,2.1972245773362196,1.3862943611198906,2.1972245773362196,0.0,1.9459101490553132,1.3862943611198906,2.833213344056216,0.0,0.6931471805599453,0.6931471805599453,1.0986122886681098,1.0986122886681098,1.0986122886681098,1.6094379124341003,0.0,1.0986122886681098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08772148329042362,0.17747555734605672,0.06633251235280287,0.03558033392701941,0.03425755423240764,0.0,0.07237404862821505,0.42702726109772376,0.154408545085201,0.07184962429251861,0.0,0.0,0.05785894440261993,0.0,0.057368017060122636,0.17875924667191861,0.0,0.2490652476514107,0.0,0.2835382108747289,0.12252315046485539,0.20503503628954514,0.3417764780927421,0.0,0.10374099632745351,0.07116066785403882,0.08623529819895258,0.03499108676956378,0.33734806533587014,0.184269573429376,0.034580332109151166,0.05569464418162601,0.06284172831484564,0.0,0.0,0.2931101201868072,0.10111392857341038,0.0,0.03242086597529108,0.11115538268021294,0.1646486880280554,0.13663472536192497,0.06160569668846183,0.07995913261890845,0.057612745805807865,0.0,0.06709873920652182,0.16930550707916717,0.0,0.9984772801399231,0.0,0.0,0.0,0.079,0.689,0.231,0.9997,4.1588830833596715,2.4849066497880004,2.302585092994046,2.4849066497880004,0
7.672292455628756,4.90527477843843,3.871201010907891,4.919980925828125,4.77912349311153,4.605170185988092,5.488937726156687,4.290459441148391,4.5217885770490405,4.990432586778736,4.02535169073515,5.375278407684165,4.882801922586371,4.02535169073515,4.127134385045092,5.3981627015177525,4.8283137373023015,3.6375861597263857,4.343805421853684,3.7612001156935624,1.0986122886681098,2.70805020110221,3.258096538021482,3.332204510175204,2.772588722239781,1.6094379124341003,1.9459101490553132,1.3862943611198906,2.1972245773362196,0.6931471805599453,3.7376696182833684,1.3862943611198906,2.302585092994046,2.302585092994046,1.0986122886681098,1.3862943611198906,1.9459101490553132,0.6931471805599453,0.0,1.0986122886681098,0.0,0.0,0.0,0.0,0.0,0.0,0.02193334917051803,0.0,0.09207858139107135,0.15648419781327208,0.06266450437913108,0.022408558659961983,0.021575469615836826,0.0,0.0,0.2540012890872058,0.19449356193442358,0.02262551166548323,0.06252134266376987,0.1079317950723709,0.054659501747888715,0.06722567597988595,0.18065240451850195,0.06754973812119924,0.0,0.20392026647875747,0.07794070401603767,0.357145756066224,0.07716530176548173,0.2259800142141763,0.34440231049638154,0.02127641994857061,0.06533626711921596,0.22408558659961983,0.09051857796005149,0.08814979893779476,0.19314765608769788,0.26526471000415863,0.15245128994483725,0.1753829381913035,0.05936675122801093,0.14357877631236843,0.20313837550607802,0.14357877631236843,0.06368173509624736,0.14488834705727596,0.1429310402069222,0.052504395790715655,0.17282673585592997,0.017210559431739315,0.07759875839629972,0.134289083579386,0.05442691726554604,0.11097595909599875,0.0,0.10662891457455029,0.0,0.9991064071655273,0.0,0.0,0.0,0.12,0.673,0.208,0.9998,4.418840607796598,1.3862943611198906,2.9444389791664403,3.1354942159291497,2
7.6362696033793735,4.143134726391533,4.007333185232471,4.7535901911063645,5.147494476813453,4.976733742420574,5.69035945432406,4.51085950651685,4.330733340286331,4.68213122712422,4.04305126783455,5.476463551931511,4.127134385045092,3.4339872044851463,4.564348191467836,5.049856007249537,4.465908118654584,3.8066624897703196,4.23410650459726,4.02535169073515,1.6094379124341003,3.4011973816621555,2.302585092994046,2.1972245773362196,1.6094379124341003,2.302585092994046,2.3978952727983707,0.6931471805599453,1.791759469228055,1.3862943611198906,2.9444389791664403,0.0,1.0986122886681098,0.0,2.302585092994046,2.302585092994046,1.6094379124341003,1.791759469228055,0.0,0.6931471805599453,0.0,1.0986122886681098,0.0,0.0,0.0,0.0,0.0,0.0,0.11583768562217682,0.0,0.0,0.0,0.0,0.06930947283526262,0.0,0.2819483196571611,0.050974766476930534,0.0,0.0,0.05657563154820561,0.0,0.0,0.0,0.21244911710549563,0.0,0.09866844736768153,0.06128237582904633,0.23401059310951375,0.19415264292325507,0.5584264004406101,0.27079293284146205,0.13383195135795833,0.0,0.0,0.05693757667795531,0.06930947283526262,0.1822392661235923,0.0,0.06849586023828011,0.0,0.0622376648407975,0.3225473460747295,0.07098731118868036,0.0645094692149459,0.2002839503636497,0.0,0.06421844352558646,0.11008690623277095,0.0,0.2165141276849566,0.1830405435495254,0.15838105762985097,0.11411789141301688,0.0,0.06645375539407364,0.0,0.5819884538650513,0.41628023982048035,0.0,0.0,0.0,0.06,0.797,0.143,0.9995,3.4657359027997265,1.6094379124341003,1.3862943611198906,2.4849066497880004,0
4.912654885736052,2.5649493574615367,1.3862943611198906,2.0794415416798357,2.5649493574615367,1.0986122886681098,3.044522437723423,1.0986122886681098,1.791759469228055,2.302585092994046,1.6094379124341003,2.5649493574615367,2.4849066497880004,2.302585092994046,1.3862943611198906,2.5649493574615367,1.9459101490553132,1.0986122886681098,1.3862943611198906,1.3862943611198906,0.6931471805599453,1.0986122886681098,0.0,0.6931471805599453,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43240381658780214,0.0,0.14658353386273706,0.15900917055512903,0.0,0.0,0.0,0.0,0.0,0.17723191687524445,0.0,0.0,0.4616751304686558,0.1911624206191187,0.0,0.15140849505551235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16265135370983216,0.0,0.17206222306149127,0.0,0.0,0.0,0.0,0.0,0.0,0.20032110287285376,0.0,0.0,0.0,0.19032374263674173,0.32936610727144966,0.17798797829997196,0.43549892424793457,0.0,0.0,0.0,0.9355252981185913,0.0,0.0,0.05417688190937042,0.14,0.74,0.12,-0.6114,1.3862943611198906,1.0986122886681098,0.0,0.0,2
