pos_token,pos_sent
5.0238805208462765,2.3978952727983707
7.780720886117918,4.9344739331306915
6.269096283706261,3.295836866004329
6.862757913051401,4.060443010546419
5.488937726156687,3.044522437723423
7.791522819150732,5.135798437050262
7.145196134997171,4.672828834461906
7.672292455628756,4.90527477843843
7.6362696033793735,4.143134726391533
4.912654885736052,2.5649493574615367
4.477336814478207,2.3978952727983707
5.641907070938114,3.5553480614894135
4.6913478822291435,2.3978952727983707
7.5883236773352225,5.181783550292085
6.602587892189336,4.110873864173311
6.93828448401696,4.1588830833596715
6.511745329644728,3.6375861597263857
4.276666119016055,1.791759469228055
6.030685260261263,2.9444389791664403
7.7039102096163115,4.718498871295094
5.707110264748875,2.8903717578961645
6.504288173536645,3.784189633918261
7.02108396428914,4.23410650459726
2.5649493574615367,0.6931471805599453
7.022868086082641,4.127134385045092
6.284134161070802,3.8066624897703196
8.848078421168667,6.322565239927284
4.77912349311153,1.9459101490553132
8.629271094821588,5.75890177387728
6.135564891081739,3.258096538021482
7.564757012905729,5.062595033026967
6.754604099487962,3.8918202981106265
6.493753839851686,3.6375861597263857
7.930206206684683,5.117993812416755
5.7430031878094825,2.4849066497880004
5.707110264748875,2.833213344056216
7.484930283289661,4.477336814478207
6.520621127558696,3.6375861597263857
6.22455842927536,3.6375861597263857
6.815639990074331,4.356708826689592
5.5254529391317835,2.3978952727983707
4.976733742420574,2.1972245773362196
5.365976015021851,2.5649493574615367
7.825644732219989,3.9512437185814275
6.759255270663693,4.406719247264253
6.467698726104354,4.007333185232471
6.55250788703459,3.970291913552122
6.226536669287466,3.6109179126442243
6.990256500493881,4.290459441148391
8.50045386741194,5.8289456176102075
5.332718793265369,3.091042453358316
7.2485040723706105,4.564348191467836
4.454347296253507,1.9459101490553132
6.39024066706535,4.007333185232471
5.455321115357702,2.70805020110221
4.663439094112067,1.0986122886681098
5.455321115357702,3.1354942159291497
6.907755278982137,3.332204510175204
3.8501476017100584,1.0986122886681098
7.614805364711073,5.003946305945459
7.355641102974253,4.51085950651685
7.132497551660044,4.5217885770490405
6.664409020350408,3.912023005428146
7.637234388789473,4.700480365792417
5.631211781821365,3.091042453358316
7.166265974133638,4.762173934797756
3.4011973816621555,1.0986122886681098
4.574710978503383,2.302585092994046
4.9344739331306915,2.4849066497880004
5.849324779946859,2.9444389791664403
5.5909869805108565,2.772588722239781
7.583247524303362,4.912654885736052
5.883322388488279,3.1354942159291497
6.255750041753367,3.367295829986474
6.154858094016418,3.295836866004329
7.9017475185201445,4.897839799950911
8.836664586357426,5.991464547107982
8.820551743253025,5.594711379601839
6.144185634125646,3.258096538021482
